,y_test,ann_class_0,cnn1d_class_0,cnn2d_class_0,ann_class_1,cnn1d_class_1,cnn2d_class_1,ann_class_2,cnn1d_class_2,cnn2d_class_2,ann_class_3,cnn1d_class_3,cnn2d_class_3,ann_class_4,cnn1d_class_4,cnn2d_class_4,ann_class_5,cnn1d_class_5,cnn2d_class_5,ann_class_6,cnn1d_class_6,cnn2d_class_6,ann_class_7,cnn1d_class_7,cnn2d_class_7,ann_class_8,cnn1d_class_8,cnn2d_class_8,ann_class_9,cnn1d_class_9,cnn2d_class_9
67,7,0.094754234,0.03165596,0.023822045,0.09195557,0.043044988,0.011198692,0.16321695,0.009518746,0.016149687,0.16660997,0.014109978,0.006386704,0.010516286,0.0014142243,0.0013102009,0.021978324,0.009800573,0.0017483821,0.009498362,0.0058501195,0.0034498265,0.25419518,0.7022808,0.9134077,0.105082124,0.06910198,0.009046648,0.0821931,0.113222584,0.013480167
68,9,0.012504036,0.0021087178,0.00066036335,0.03211478,0.028132202,0.015265307,0.008098369,0.00085418054,0.0012546597,0.31660482,0.019524625,0.003955484,0.0023585318,0.00012456323,0.0001736498,0.017644122,0.0022361153,0.0041325884,0.0045482144,0.00058078184,0.00040977658,0.058089513,0.3989901,0.04727808,0.03397682,0.017809061,0.00797314,0.51406074,0.52963966,0.91889703
69,3,0.0020397366,4.4014334e-05,4.515602e-05,0.0048608915,0.000428375,0.0011827088,0.013972855,0.0004005279,0.00038101577,0.8825809,0.9737602,0.98554045,0.00061530544,8.949723e-06,1.1835132e-05,0.0045208693,8.897849e-05,6.6340814e-05,0.001605548,8.042033e-05,2.7272888e-05,0.01600256,0.007643131,0.00062353566,0.0085340915,0.0002033396,0.0013997993,0.065267436,0.017342,0.01072186
70,7,0.0159488,0.011616281,0.00258802,0.08792892,0.038812466,0.05199058,0.033886753,0.0031938527,0.0062398855,0.07627978,0.013344997,0.0038557947,0.0060220608,0.00086088385,0.0028915217,0.03813749,0.0075428034,0.017067298,0.020658355,0.004086738,0.0016394481,0.48696426,0.8381293,0.875865,0.041576236,0.018593516,0.016504932,0.1925973,0.06381915,0.021357674
71,0,0.014691487,0.03255923,0.008672065,0.07289013,0.11072136,0.057613604,0.03240586,0.15917194,0.27812642,0.08421022,0.17395028,0.017203743,0.0050816694,0.009385183,0.005077263,0.047221836,0.030045152,0.022070527,0.016047386,0.024874082,0.012816633,0.2731647,0.21098416,0.3864566,0.1005221,0.06031005,0.08831082,0.35376462,0.18799849,0.12365234
72,2,0.022194682,0.0009345647,0.00036799884,0.01062626,0.0010695336,7.931609e-05,0.57809556,0.9681069,0.9896261,0.031530965,0.005444947,0.00047266344,0.009997377,0.00016518259,7.638563e-05,0.010140674,5.122626e-05,2.2045202e-05,0.0028024595,0.0003764527,0.00040569343,0.06217528,0.0008172497,0.0004413715,0.26235566,0.022224687,0.008364328,0.010081055,0.0008093276,0.00014399234
73,8,0.010978428,0.01075506,0.007244168,0.02766838,0.013613633,0.011609525,0.030185683,0.029537244,0.13640645,0.06940522,0.021484002,0.018210933,0.0021280053,0.0019974136,0.0018521014,0.022093875,0.008257467,0.0075725657,0.0027588154,0.005081683,0.011979075,0.03217186,0.036774103,0.08737051,0.44254035,0.2705417,0.4538298,0.3600694,0.6019577,0.2639249
74,2,0.01639306,0.024058992,0.010568191,0.029828303,0.025406282,0.008448865,0.2856947,0.65572864,0.75586504,0.04304685,0.10766755,0.0535997,0.00345519,0.008214133,0.0045892205,0.014500818,0.006057221,0.0017033884,0.0038512228,0.01737314,0.009179234,0.07624247,0.021738246,0.020988002,0.48560473,0.11257553,0.1299404,0.04138272,0.021180222,0.0051180343
75,1,0.013061693,2.1979326e-05,3.8187634e-05,0.86405003,0.9991223,0.9970571,0.0015792631,3.857867e-05,3.6008667e-05,0.00038413447,9.58089e-06,0.00010397873,0.004133901,2.4054e-06,0.000119739976,0.0035665287,1.0035057e-05,9.71185e-05,0.002934264,1.0926527e-05,0.000751587,0.032366797,0.00055450364,0.0006450835,0.05205692,2.9651623e-05,0.0006165494,0.025866594,0.00019992975,0.0005348363
76,9,0.003013193,4.748087e-05,0.00018036495,0.007937468,0.00046346843,0.0008920355,0.0006057431,7.5159296e-05,0.00042920263,0.019866532,0.0011567456,0.00039675692,0.000312325,3.5108244e-06,7.4518957e-06,0.006540173,0.000102464146,0.00074392033,0.00036719232,1.7268987e-05,2.2081638e-05,0.008230293,0.0046897596,0.014902414,0.06572584,0.0011899221,0.0002991028,0.8874013,0.9922542,0.9821267
77,1,0.05906801,0.0011342507,0.0043757726,0.2803797,0.887733,0.35682142,0.03762125,0.00048485465,0.005222396,0.0077891876,0.00010438365,0.0035191434,0.017417518,4.1097213e-05,0.005943127,0.022657407,0.00043385397,0.016536934,0.017546773,0.00033521032,0.003997366,0.43648073,0.106798105,0.50658923,0.07318986,0.0009754447,0.021603921,0.04784959,0.0019597963,0.07539072
78,4,0.06703176,0.023095617,0.0203913,0.13131927,0.028747005,0.017545355,0.03651203,0.010022363,0.0009563902,0.008133609,0.008772097,0.00058778434,0.47945458,0.83613974,0.94891685,0.047499515,0.011721246,0.00013654058,0.062230505,0.044071574,0.0008304168,0.062392414,0.011334087,0.0042882166,0.07172353,0.015461065,0.0055844006,0.033702865,0.010635055,0.00076280226
79,9,0.018960288,0.00549542,0.0016293017,0.10393578,0.01823512,0.0377446,0.042109616,0.0062470622,0.014099847,0.04498413,0.0067624706,0.017307287,0.003841033,0.0008197982,0.0018969246,0.028580233,0.0062057464,0.011571663,0.0067614177,0.0017384231,0.0022313197,0.09667109,0.061040375,0.048207022,0.37535036,0.1308422,0.42811862,0.2788061,0.76261336,0.4371934
80,1,0.03014596,0.00012187426,8.198101e-05,0.44828853,0.9878172,0.9718269,0.027675377,0.00041301368,0.0007269452,0.024507692,0.00012877201,0.005171345,0.00898072,1.9822357e-05,0.00010220834,0.02427857,0.00013200326,0.0004906875,0.018949464,8.113025e-05,0.0022136013,0.21520317,0.0081858365,0.0016392535,0.09100465,0.0005006534,0.0013023692,0.11096588,0.0025995488,0.01644452
81,2,0.020976372,0.07121027,0.123988315,0.21846198,0.27347878,0.095765576,0.02142633,0.07067155,0.3304464,0.012060036,0.021772243,0.017943803,0.0048817843,0.028409073,0.034356687,0.026269242,0.043412607,0.0062915874,0.01436951,0.056735024,0.1009555,0.508381,0.264046,0.1916041,0.056431666,0.094951816,0.087698825,0.11674209,0.07531259,0.010949228
82,7,0.009782514,0.0052923826,0.012090621,0.14990468,0.045000464,0.08911021,0.030225512,0.00052611524,0.020646844,0.005217015,0.00048456594,0.005760255,0.008622226,0.00020853525,0.0053318446,0.034682997,0.0024521514,0.042235453,0.038112108,0.00385487,0.039203394,0.6137624,0.93626064,0.6837935,0.057156947,0.002230368,0.02194493,0.052533522,0.0036900255,0.07988291
83,1,0.030147938,0.00012189976,8.20208e-05,0.4482955,0.9878092,0.9718149,0.027679205,0.00041316097,0.0007272024,0.024506299,0.00012883534,0.005172943,0.008981579,1.9826319e-05,0.000102252896,0.024278844,0.00013208605,0.0004908965,0.01894879,8.118548e-05,0.0022132306,0.21520333,0.008191507,0.0016398797,0.09100654,0.0005008974,0.0013028414,0.110952005,0.0026015018,0.016453994
84,7,0.0043099993,6.7286506e-05,0.00028463948,0.057686105,0.0025995285,0.0014778484,0.018553155,7.5515404e-06,0.0007842083,0.00087040226,4.8357637e-05,0.00018136096,0.0011205171,1.4356561e-06,7.516476e-05,0.01268871,0.00011994625,0.0008796668,0.0055670077,6.450597e-05,4.2183434e-05,0.82006043,0.9943449,0.9923651,0.05315053,0.0005258401,0.0025139588,0.025993215,0.002220692,0.0013957577
85,8,0.010025774,0.000547338,0.000119263736,0.074109994,0.00045050282,0.0017865173,0.052210845,0.00028694558,0.0003064061,0.022843868,0.0002828414,0.0016980631,0.0067969924,6.384232e-05,0.00042094954,0.03635402,0.0003241683,0.00062373956,0.010666974,0.00019206939,0.00022702514,0.095405586,0.010620861,0.004061506,0.51953125,0.98372364,0.98639745,0.17205471,0.003507725,0.0043590493
86,7,0.08675533,0.08069327,0.15270442,0.08538176,0.087034106,0.040013097,0.096597746,0.18244143,0.16130914,0.059983067,0.23105283,0.18000212,0.0077703423,0.015476918,0.011766356,0.022993278,0.020533534,0.003978952,0.009152802,0.029415734,0.033457216,0.46241838,0.106751055,0.31584096,0.08489774,0.1631767,0.08276305,0.08404963,0.08342441,0.01816464
87,8,0.011578668,0.0009563622,0.011952272,0.06783196,0.0035576923,0.055555746,0.049549256,0.00013376893,0.029262647,0.009844798,0.00071932294,0.013169026,0.002547677,3.9399467e-05,0.007978298,0.032491818,0.0014378668,0.040068164,0.008096445,0.00019221033,0.00837912,0.470426,0.4940797,0.60094094,0.20755962,0.049814362,0.13765061,0.14007384,0.44906923,0.095043175
88,3,0.0012174847,4.716004e-05,4.9216076e-05,0.0030887611,0.00033216388,0.00091634475,0.008679043,0.0003874238,0.0002470956,0.90675366,0.9911889,0.9890694,0.00038498512,1.3004171e-05,8.192946e-06,0.003049325,6.326275e-05,2.5761361e-05,0.0009860724,7.20672e-05,1.4704511e-05,0.008923186,0.0014340787,0.0004699152,0.00708752,0.00011663142,0.00052705687,0.059830073,0.00634532,0.0086724665
89,9,0.04875854,0.009859648,0.0008087241,0.046327967,0.0033042647,0.009219644,0.0024889912,0.0023362401,0.0018730449,0.010354847,0.003737932,0.0039006977,0.0021137637,0.0003152855,0.0009213644,0.01878826,0.0024407757,0.010543643,0.0015411322,0.00090106943,0.0008463398,0.11172692,0.028823022,0.010782767,0.08347254,0.68198806,0.64328384,0.674427,0.2662937,0.3178199
90,2,0.016059203,0.007988896,0.0041905358,0.024498124,0.00499193,0.007758727,0.26245755,0.105867416,0.57273245,0.09250972,0.03148449,0.040555276,0.006324072,0.0015173503,0.0023069114,0.023416463,0.0038232938,0.009702354,0.006939609,0.0043607997,0.023210429,0.05416367,0.014246664,0.014868986,0.4506567,0.6204487,0.25982437,0.06297485,0.2052705,0.06484989
91,9,0.11350584,0.049095593,0.01024239,0.113264054,0.07563459,0.041486755,0.018668497,0.025080068,0.0035174303,0.1479182,0.05961675,0.07447419,0.01312009,0.013200673,0.0010931401,0.024536602,0.031542428,0.010582359,0.01027662,0.018023476,0.0016186052,0.28246763,0.12674473,0.068863526,0.032300167,0.051234815,0.008486442,0.2439422,0.5498269,0.7796352
92,8,0.016528418,0.016859002,0.0007110237,0.023809671,0.006671081,0.0025348645,0.01713097,0.02634076,0.0103022745,0.053944148,0.0125437025,0.0041015334,0.0015105718,0.0017315658,0.0006770252,0.016149722,0.004588405,0.0014321083,0.0012715275,0.0036408245,0.0005835784,0.027144358,0.025366703,0.011353814,0.39302087,0.84115154,0.9451132,0.44948977,0.061106432,0.023190703
93,9,0.008022001,0.00053047657,0.001027946,0.041744515,0.0027860682,0.0062549766,0.014655247,0.00040245493,0.002897201,0.17189,0.0020699059,0.0037247906,0.0028661103,5.4382628e-05,0.0002206496,0.035559304,0.0007719941,0.0048445794,0.010217765,0.00015336467,0.0005033807,0.1117484,0.023847647,0.032449372,0.065628216,0.013526746,0.01535286,0.53766847,0.9558569,0.9327242
94,7,0.005469195,0.019667545,0.00062873284,0.21901047,0.018851886,0.019748887,0.027399484,0.0023146775,0.0012962366,0.0026241508,0.0022831077,0.00011255672,0.017372055,0.0029508325,0.0007244207,0.03067857,0.01421647,0.008358489,0.079278246,0.012049011,0.0045228396,0.5559881,0.8682662,0.95970714,0.039871696,0.035869487,0.003753367,0.022308005,0.023530835,0.0011474036
95,8,0.022426168,0.018088454,0.0070725502,0.09300363,0.6669116,0.19669612,0.07309272,0.022574317,0.25960502,0.026114376,0.013326989,0.02331549,0.0038637996,0.005780612,0.0070416015,0.030756311,0.015722446,0.022202874,0.007080787,0.008148129,0.016998306,0.20431909,0.11010606,0.26970935,0.36163345,0.027923811,0.1301478,0.1777096,0.11141761,0.06721094
96,7,0.009609794,0.00032101048,0.00038451183,0.048177633,0.0008995319,0.0019974369,0.018918974,3.9640992e-05,0.00096640177,0.018788712,0.00049109943,0.00028413406,0.0019232765,1.2223049e-05,8.283722e-05,0.03698376,0.0003238687,0.0010452468,0.007405203,0.00027925085,6.6894136e-05,0.4422397,0.98809904,0.98335433,0.09594943,0.0010237525,0.0028505672,0.32000354,0.0085106455,0.008967737
97,3,0.002850886,0.008772653,0.000864982,0.0018616032,0.00057274284,0.017185563,0.0192446,0.0044625704,0.00038873628,0.003458565,0.00039886223,0.0017498106,6.76092e-05,0.0006321775,0.07078435,0.001379877,0.00015622946,6.0539056e-05,2.854112e-05,0.0004090085,0.00040517352,0.0050109676,0.0016732971,0.00029649207,0.92485595,0.97707945,0.89252937,0.04124141,0.00584305,0.015734965
98,7,0.0011795813,6.157133e-06,1.7563345e-05,0.017144568,7.679441e-05,0.00013948786,0.003960374,1.467959e-07,4.2396114e-05,0.00013083742,1.2262223e-06,1.0030223e-05,0.00012957372,1.4816785e-08,1.386063e-06,0.0034452567,2.5036363e-06,8.671102e-06,0.0009978741,1.9879517e-06,8.2992676e-07,0.95009774,0.99977,0.99967295,0.012661478,2.8947861e-05,4.9856222e-05,0.010252701,0.00011225898,5.6824327e-05
99,3,0.0019670837,4.6251444e-06,7.5349217e-06,0.003814186,3.436268e-05,0.00012801337,0.01630339,0.00013493597,4.0829742e-05,0.89641035,0.9980823,0.9963486,0.0006254984,1.4264805e-06,8.620202e-07,0.004097706,7.862354e-06,3.3086553e-06,0.0013802845,9.862778e-06,2.2792924e-06,0.013133535,0.00017606607,4.480585e-05,0.009145717,3.0099704e-05,8.193433e-05,0.053122282,0.0015184324,0.0033418306
100,8,0.0015641237,0.0005850521,0.0003638182,0.03164317,0.0073701623,0.04024201,0.0013162805,0.00032059237,0.0008045901,0.0054312646,0.00011957638,0.0027625812,0.00029101453,1.3376085e-05,0.0012704578,0.003517391,0.00037192044,0.0010569892,0.00023711886,4.3547534e-05,0.00081507926,0.0023181553,0.037986998,0.0024501153,0.6348073,0.943887,0.91687596,0.31887415,0.009301789,0.033358347
101,1,0.0058464,0.00010294958,2.2355594e-05,0.71882707,0.99607134,0.9950846,0.0045673694,0.00033335597,0.00018198705,0.0019246689,0.00012588267,0.0005516884,0.039537676,2.1066355e-05,0.000107985325,0.018911958,7.506202e-05,0.00014340071,0.0796147,6.820034e-05,0.002024132,0.08196621,0.0019576976,0.0006183023,0.022063786,0.0002532604,0.00013702782,0.026739981,0.0009913995,0.001128607
102,9,0.02307446,0.04892593,0.016243607,0.024430513,0.018900048,0.024923565,0.19891699,0.12742598,0.20895106,0.21275038,0.214193,0.31258234,0.0035477644,0.012335138,0.007140663,0.015959658,0.014844862,0.0052262982,0.003091396,0.024933435,0.014855212,0.053169142,0.048912268,0.055619564,0.3686192,0.37356898,0.26343042,0.096440546,0.11596048,0.091027215
103,1,0.01144375,0.014221344,0.0015710484,0.31688905,0.50431836,0.68692243,0.016830195,0.09362311,0.0027981258,0.028704692,0.058632903,0.016682293,0.00836036,0.0024966747,0.0018905649,0.042605173,0.0082322955,0.004358972,0.03848658,0.006595214,0.024995867,0.2134737,0.045746796,0.016029276,0.09225105,0.13047735,0.14573534,0.23095551,0.13565597,0.09901628
104,3,0.0011357368,4.250039e-05,0.00015307387,0.0037674028,0.00016896953,0.0011335366,0.0064578024,0.00047289312,0.0009780731,0.87379986,0.99228495,0.9782089,0.0003568816,1.3682623e-05,3.839484e-05,0.0035444808,6.4891196e-05,0.00013012426,0.0010482232,8.8183115e-05,6.802647e-05,0.009782418,0.0013751702,0.0011857575,0.0075211218,0.00025321633,0.0021511535,0.09258601,0.0052356385,0.015953075
105,6,0.051914956,0.04932621,0.17686407,0.1293226,0.069896996,0.13154301,0.03851783,0.04950382,0.03794017,0.04619602,0.06970686,0.10906172,0.010450098,0.005119403,0.021786017,0.04197027,0.022178402,0.021197943,0.016049795,0.03473916,0.07705431,0.28465152,0.5639825,0.08304889,0.13036273,0.030624194,0.16830093,0.25056422,0.104922354,0.17320295
106,7,0.011266493,0.00067310163,0.00078428426,0.19577432,0.14468868,0.0055553755,0.014293408,4.0588384e-05,0.0029285245,0.0008434564,2.4119e-05,0.0006617149,0.0056044078,1.0228421e-06,0.00024691698,0.011607631,8.243841e-05,0.0010175743,0.011791722,0.00012295076,0.00018057477,0.699095,0.85360754,0.9843088,0.03263903,8.097392e-05,0.0018319578,0.01708448,0.0006785614,0.0024842997
107,8,0.01008147,0.0005667007,0.00012285229,0.07411752,0.0004575272,0.001834269,0.051589858,0.0003124689,0.0003151603,0.022844605,0.0003006268,0.0017570803,0.0067670904,6.675975e-05,0.00043576024,0.03651985,0.00032865847,0.00063172897,0.01065538,0.00019908365,0.00023539287,0.09669814,0.010306145,0.004046543,0.5161798,0.98386306,0.98621815,0.17454627,0.0035990665,0.0044030524
108,9,0.0012607491,0.0033751056,0.004863418,0.024724249,0.0052525974,0.008583482,0.0015981714,0.0012806285,0.0029996992,0.002846007,0.010805921,0.0050619706,0.00014435087,0.0014356008,0.00016130523,0.011053494,0.006677103,0.0031455527,0.002774389,0.031319544,0.0010696755,0.75446177,0.6327599,0.3606365,0.009844396,0.013915974,0.0015088642,0.1912924,0.29317763,0.61196953
109,7,0.07699907,0.06560727,0.08875585,0.15208654,0.026992075,0.0336785,0.034478873,0.0046352693,0.022131758,0.022010434,0.006149249,0.017854568,0.009803003,0.0017850124,0.00515192,0.03170047,0.009406104,0.006586645,0.009572636,0.008285708,0.0063364054,0.3561451,0.82862335,0.7608205,0.13043629,0.022345541,0.01674461,0.17676759,0.026170485,0.041939244
110,3,0.029860472,0.019753696,0.0004212523,0.08712114,0.035955045,0.0018600888,0.010259405,0.00971666,0.00052215654,0.2582362,0.60855865,0.92211485,0.003067922,0.003675947,2.4830597e-05,0.016778093,0.0099345455,0.00012274284,0.006653904,0.0090087345,4.3418473e-05,0.1909442,0.122361556,0.002414803,0.023063835,0.008228672,0.00072336115,0.37401488,0.17280643,0.07175235
111,8,0.008914064,0.010772504,0.0023581025,0.18267362,0.0108348485,0.02321465,0.01871548,0.009086457,0.0020978039,0.008735717,0.009119891,0.007247166,0.019381918,0.0029422368,0.003820576,0.05623553,0.009216275,0.008646031,0.08282691,0.00666513,0.0051215966,0.48707262,0.04569339,0.023236163,0.040783994,0.77776724,0.86887485,0.094660215,0.117901996,0.05538304
112,9,0.001680767,1.5127479e-05,1.6115613e-05,0.0043283934,0.00016212084,0.0009393182,0.00027912206,1.2288096e-05,9.60332e-05,0.013194127,0.00013871229,0.00035411958,7.209322e-05,5.5352643e-07,5.6525982e-06,0.003318077,2.370927e-05,0.0015915319,0.00012118146,2.9489347e-06,1.6629667e-05,0.014142778,0.0014562614,0.0018229209,0.024711441,0.002391417,0.013947699,0.93815196,0.99579686,0.98120993
113,1,0.030148163,0.00012188912,8.207195e-05,0.4482937,0.9878115,0.9718035,0.02768022,0.00041355006,0.0007277149,0.024508508,0.00012897258,0.005176256,0.008981885,1.9850942e-05,0.000102305734,0.02427879,0.00013219549,0.00049127033,0.01894977,8.126298e-05,0.0022139277,0.21520574,0.008187117,0.0016410081,0.09100621,0.0005010381,0.0013028056,0.11094692,0.0026025241,0.01645909
114,8,0.006482606,0.0008968548,0.00012674855,0.02146663,0.00020741143,0.001464072,0.019993117,0.00065853173,0.00096311857,0.008039979,0.0003576989,0.0013002987,0.00085507263,3.3852975e-05,0.0002323144,0.010958198,0.0002000247,0.0006300379,0.0008546202,0.000107752225,0.00021112766,0.02438987,0.004107667,0.0035477423,0.728489,0.9788476,0.9786621,0.17847095,0.014582546,0.012862541
115,7,0.05611927,0.022977956,0.006209879,0.13724142,0.11118799,0.07526786,0.10416983,0.010208184,0.0065369555,0.06596302,0.015437162,0.00782031,0.008988908,0.0020214838,0.0024049801,0.028915873,0.016081596,0.023967512,0.012034115,0.008045103,0.0031034534,0.29984924,0.64450437,0.71732754,0.16761388,0.03322904,0.014808439,0.11910448,0.13630706,0.14255303
116,9,0.053831153,0.0458454,0.009122581,0.11667137,0.03694556,0.072621495,0.020436943,0.013533753,0.009908982,0.21115915,0.03379159,0.03410913,0.006472401,0.009763496,0.0019293035,0.023912985,0.01836567,0.02128663,0.0090022255,0.009590354,0.0027371903,0.17053083,0.08070585,0.1540023,0.054029215,0.13658772,0.017146124,0.3339537,0.6148706,0.6771363
117,8,0.035102427,0.0074363435,0.0054883175,0.057051394,0.0036463444,0.028579226,0.114659704,0.008259133,0.09137409,0.094836585,0.0018803304,0.013302291,0.003754288,0.0004990951,0.0033246735,0.022145871,0.0012391106,0.0036014246,0.0046083136,0.0009269452,0.015592571,0.13656087,0.009299854,0.043076936,0.36678484,0.93787676,0.7568763,0.16449566,0.028936077,0.038784184
118,9,0.0058372463,0.0014278744,0.0077703972,0.01416605,0.006886083,0.031103257,0.016079394,0.001948422,0.009201593,0.78799564,0.053570114,0.0792026,0.0019437652,0.00017996832,0.0015801174,0.00882666,0.0020070332,0.015065824,0.004297481,0.00055102876,0.0015285688,0.032315567,0.081460424,0.061846726,0.012536961,0.011094424,0.014388148,0.11600135,0.84087473,0.77831274
119,1,0.025971849,0.06338676,0.016386457,0.07376183,0.058729358,0.017609747,0.029857583,0.029342901,0.032682795,0.020101126,0.034130953,0.010067079,0.0031502342,0.01410109,0.0058486885,0.034345213,0.041098658,0.015311302,0.0062171086,0.019443423,0.0033893548,0.29170793,0.2250867,0.7708796,0.20998544,0.22984473,0.067740306,0.3049017,0.28483546,0.060084652
120,6,0.010389278,0.037079584,0.004439363,0.16896382,0.0795076,0.029694518,0.05660561,0.03130612,0.012766559,0.052418463,0.04554157,0.0010450283,0.035090297,0.10859217,0.0024669904,0.08703757,0.05168436,0.0005189057,0.121766955,0.44116154,0.93876827,0.15717457,0.094329044,0.0061134165,0.15287761,0.03613047,0.0036358347,0.15767579,0.07466768,0.00055112544
121,3,0.00149953,1.06652205e-05,1.8863642e-05,0.0036716177,7.8459605e-05,0.00036327366,0.009288467,0.00015230488,8.367191e-05,0.91537637,0.995937,0.9921903,0.00044819724,2.623386e-06,1.4835734e-06,0.0028307007,1.6168497e-05,6.117112e-06,0.0010944504,1.8735029e-05,3.359075e-06,0.011026472,0.00057939586,0.0001722573,0.0053649144,4.7374022e-05,0.00015216274,0.049399268,0.0031572713,0.0070085265
122,5,0.0073593315,0.06294182,0.005291871,0.03429064,0.057361796,0.06260714,0.07741713,0.054435387,0.06138893,0.22869033,0.087842226,0.009641141,0.010472721,0.07380209,0.010513859,0.07132131,0.08802443,0.2982207,0.03469746,0.06071353,0.014831805,0.16238794,0.20305768,0.33713597,0.12375873,0.13360469,0.05835196,0.2496045,0.17821638,0.14201652
123,3,0.0019238387,2.1811877e-05,2.8280436e-05,0.0046389215,0.00023652049,0.0007631758,0.013280034,0.00021099113,0.00020870104,0.88703686,0.9778399,0.98958206,0.00057469157,3.379567e-06,6.1749506e-06,0.0042698025,4.423783e-05,3.403236e-05,0.00151746,4.0810468e-05,1.4573884e-05,0.015438782,0.007031227,0.0003954053,0.007971019,0.000107135675,0.00074825477,0.063348606,0.014463973,0.00821935
124,9,0.026589675,0.08561399,0.0063387826,0.059620243,0.080640286,0.008308123,0.035395704,0.12044357,0.2525039,0.0582666,0.06034415,0.014276907,0.0060228724,0.023751061,0.006254764,0.042102784,0.05097566,0.00382878,0.008036457,0.03429056,0.0050634462,0.118506126,0.127309,0.038328703,0.24396996,0.24834284,0.6334761,0.40148962,0.16828898,0.03162045
125,3,0.01645152,0.0003535528,0.0029324577,0.06623768,0.00805798,0.027010413,0.026125312,0.0030055318,0.018813983,0.23251675,0.9497474,0.66652524,0.0038631058,9.734091e-05,0.0007788475,0.032695394,0.00037217917,0.002760479,0.0119292,0.0005205489,0.0011693124,0.18394186,0.006592025,0.045046527,0.05372647,0.00074163923,0.020129943,0.37251264,0.030511644,0.21483292
126,5,0.0065106433,0.0267472,0.0070063905,0.15144908,0.3609946,0.21518955,0.010195632,0.036147438,0.047454722,0.013398921,0.021083092,0.016178923,0.006895759,0.017848497,0.013059433,0.05204768,0.049656533,0.12670803,0.036101196,0.020869346,0.020693373,0.433203,0.2205504,0.3570213,0.04651568,0.05253711,0.033830848,0.24368235,0.19356571,0.16285753
127,7,0.0038715063,0.00027852357,0.00018054196,0.03375532,0.00039493985,0.0008486744,0.018708585,1.41085e-05,0.0009963142,0.0013082125,0.00017073314,0.00011192544,0.0017088916,1.0974987e-05,8.766424e-05,0.01800829,0.00020535511,0.00067782315,0.0077992436,0.00014386224,6.5426706e-05,0.847706,0.9949721,0.9896622,0.03782874,0.0020961647,0.0068753315,0.029305186,0.0017132171,0.00049409375
128,1,0.005210377,0.014509753,0.032090094,0.15261076,0.65630656,0.8178445,0.010284812,0.0031914266,0.0020174778,0.009466567,0.00081341725,0.011271006,0.0027227453,0.00025025735,0.0034983428,0.028640233,0.0017312255,0.000654656,0.025577819,0.0008022871,0.01912258,0.6016143,0.26983696,0.075018525,0.034904514,0.033904623,0.025973769,0.12896793,0.018653464,0.01250913
129,9,0.008809726,5.3139323e-05,0.0007235741,0.06453015,0.00052713597,0.009528987,0.014292932,9.6880045e-05,0.0041100504,0.0026317164,0.0027241162,0.0042386996,0.0010881174,2.957966e-06,0.00015754583,0.019595986,0.00012484449,0.011203237,0.00474957,1.730954e-05,0.0006149022,0.7169271,0.018302418,0.07989709,0.06648594,0.0012670449,0.010312503,0.10088876,0.9768842,0.87921345
130,7,0.014915272,0.0011968726,0.000276096,0.08410057,0.0023052222,0.0071330876,0.030156188,0.00018641981,0.00070762844,0.1016669,0.0009778534,0.00045254588,0.005126394,0.00012852366,0.000107067346,0.044321418,0.0014531558,0.002076933,0.021618985,0.0022243513,0.00022708523,0.35842204,0.96553814,0.9792575,0.05680231,0.0027031375,0.0005069646,0.28287005,0.023286307,0.009254966
131,7,0.0013782276,0.00025225995,6.7229703e-06,0.018173818,0.0009942126,7.7679295e-05,0.010741738,1.6447031e-05,3.583107e-05,0.00030868655,0.00010122671,1.5670098e-06,0.00049545214,4.8288694e-06,2.0192488e-06,0.009152563,0.00018144182,3.907976e-05,0.003377075,0.00010272799,8.588692e-07,0.90817755,0.9956606,0.99963415,0.03299982,0.0015966548,0.00016927121,0.015195048,0.0010895578,3.2902528e-05
132,8,0.010042032,0.0006700164,0.00030938035,0.0994088,0.00053786417,0.0048286016,0.050911766,0.00029832427,0.0007690331,0.011897834,0.00035599543,0.0027214894,0.006999781,9.654306e-05,0.00080414163,0.043102,0.0004532049,0.0017223979,0.015538562,0.00029060795,0.0009992494,0.21946862,0.015698832,0.0050970833,0.3969564,0.9779247,0.97173136,0.14567424,0.0036737877,0.011017198
133,7,0.03367287,0.09732807,0.036370352,0.20403787,0.20323972,0.17543977,0.041153114,0.022441797,0.004224521,0.0059394557,0.014377961,0.0024118251,0.26568052,0.3807418,0.66760856,0.053221002,0.033956204,0.002047574,0.10055867,0.0855118,0.010185164,0.21289402,0.09534445,0.08135452,0.054664116,0.043163717,0.017217414,0.028178256,0.023894615,0.0031402493
134,9,0.004987369,0.0013608284,0.0033434979,0.01743481,0.008192422,0.012713624,0.0139208995,0.005881565,0.007883574,0.6103166,0.80109566,0.82247263,0.0017980342,0.00052495964,0.0012667936,0.0146256825,0.0018266598,0.0020647587,0.004858866,0.001697145,0.0014558542,0.032615174,0.013813103,0.021907229,0.03023267,0.008236468,0.051394317,0.26921,0.15737116,0.075497776
135,1,0.018967742,0.011206738,0.0014277801,0.4048507,0.4163192,0.59207624,0.011009707,0.011416102,0.0010343965,0.024186995,0.008833879,0.008316228,0.018787205,0.003365772,0.002128257,0.041600037,0.020453129,0.010512968,0.041860797,0.008937296,0.007240702,0.14677653,0.17724127,0.18257517,0.07247568,0.036096916,0.018447164,0.21948467,0.30612972,0.17624117
